Year,ID,Group,Value,Measure
2016,S08000017,1+,74,Previous
2016,S08000022,1+,140,Previous
2016,S08000019,1+,236,Previous
2016,S08000015,1+,240,Previous
2016,S08000029,1+,259,Previous
2016,S08000030,1+,407,Previous
2016,S08000020,1+,416,Previous
2016,S08000032,1+,424,Previous
2016,S08000024,1+,794,Previous
2016,S08000031,1+,856,Previous
2017,S00000000,1+,2,Previous
2017,S08000025,1+,14,Previous
2017,S08000016,1+,60,Previous
2017,S08000017,1+,73,Previous
2017,S08000022,1+,138,Previous
2017,S08000019,1+,183,Previous
2017,S08000015,1+,235,Previous
2017,S08000029,1+,247,Previous
2017,S08000030,1+,407,Previous
2017,S08000020,1+,432,Previous
2017,S08000032,1+,436,Previous
2017,S08000024,1+,786,Previous
2017,S08000031,1+,939,Previous
2018,S08000025,1+,12,Previous
2018,S08000016,1+,54,Previous
2018,S08000017,1+,64,Previous
2018,S08000022,1+,173,Previous
2018,S08000019,1+,255,Previous
2018,S08000029,1+,268,Previous
2018,S08000015,1+,291,Previous
2018,S08000030,1+,453,Previous
2018,S08000020,1+,468,Previous
2018,S08000032,1+,479,Previous
2018,S08000024,1+,834,Previous
2018,S08000031,1+,1055,Previous
2019,S00000000,1+,5,Previous
2019,S08000025,1+,13,Previous
2019,S08000016,1+,55,Previous
2019,S08000017,1+,82,Previous
2019,S08000022,1+,169,Previous
2019,S08000019,1+,270,Previous
2019,S08000015,1+,274,Previous
2019,S08000029,1+,285,Previous
2019,S08000030,1+,464,Previous
2019,S08000032,1+,478,Previous
2019,S08000020,1+,496,Previous
2019,S08000024,1+,917,Previous
2019,S08000031,1+,1073,Previous
2020,S00000000,1+,4,Previous
2020,S08000025,1+,23,Previous
2020,S08000017,1+,65,Previous
2020,S08000016,1+,67,Previous
2020,S08000022,1+,166,Previous
2020,S08000019,1+,258,Previous
2020,S08000029,1+,262,Previous
2020,S08000015,1+,288,Previous
2020,S08000020,1+,487,Previous
2020,S08000030,1+,500,Previous
2020,S08000032,1+,581,Previous
2020,S08000024,1+,1047,Previous
2020,S08000031,1+,1272,Previous
1992,S08000020,Data not available,1,SIMD
1992,S08000022,Data not available,1,SIMD
1992,S08000030,Data not available,2,SIMD
1992,S08000032,Data not available,3,SIMD
1992,S08000024,Data not available,5,SIMD
1992,S08000029,Data not available,5,SIMD
1992,S08000031,Data not available,5,SIMD
1992,S00000000,Data not available,29,SIMD
1993,S08000015,Data not available,1,SIMD
1993,S08000030,Data not available,1,SIMD
1993,S08000032,Data not available,1,SIMD
1993,S08000022,Data not available,2,SIMD
1993,S08000029,Data not available,3,SIMD
1993,S08000024,Data not available,7,SIMD
1993,S08000031,Data not available,7,SIMD
1993,S00000000,Data not available,18,SIMD
1994,S08000020,Data not available,1,SIMD
1994,S08000022,Data not available,2,SIMD
1994,S08000024,Data not available,3,SIMD
1994,S08000029,Data not available,3,SIMD
1994,S08000032,Data not available,4,SIMD
1994,S08000031,Data not available,7,SIMD
1994,S00000000,Data not available,25,SIMD
1995,S08000029,Data not available,1,SIMD
1995,S08000031,Data not available,1,SIMD
1995,S08000032,Data not available,1,SIMD
1995,S08000022,Data not available,2,SIMD
1995,S08000030,Data not available,2,SIMD
1995,S08000020,Data not available,3,SIMD
1995,S08000024,Data not available,4,SIMD
1995,S00000000,Data not available,14,SIMD
1996,S08000015,Data not available,1,SIMD
1996,S08000022,Data not available,1,SIMD
1996,S08000029,Data not available,1,SIMD
1996,S08000020,Data not available,3,SIMD
1996,S08000024,Data not available,4,SIMD
1996,S08000031,Data not available,4,SIMD
1996,S00000000,Data not available,21,SIMD
1997,S08000015,Data not available,1,SIMD
1997,S08000019,Data not available,1,SIMD
1997,S08000022,Data not available,1,SIMD
1997,S08000032,Data not available,1,SIMD
1997,S08000024,Data not available,2,SIMD
1997,S08000020,Data not available,3,SIMD
1997,S08000030,Data not available,3,SIMD
1997,S08000031,Data not available,5,SIMD
1997,S00000000,Data not available,21,SIMD
1998,S08000024,Data not available,2,SIMD
1998,S08000020,Data not available,3,SIMD
1998,S08000031,Data not available,3,SIMD
1998,S00000000,Data not available,27,SIMD
1999,S08000020,Data not available,1,SIMD
1999,S08000024,Data not available,1,SIMD
1999,S08000032,Data not available,1,SIMD
1999,S08000031,Data not available,2,SIMD
1999,S00000000,Data not available,23,SIMD
2000,S08000031,Data not available,1,SIMD
2000,S08000024,Data not available,2,SIMD
2000,S00000000,Data not available,18,SIMD
2001,S08000015,Data not available,1,SIMD
2001,S08000031,Data not available,1,SIMD
2001,S08000032,Data not available,2,SIMD
2001,S08000024,Data not available,3,SIMD
2001,S00000000,Data not available,14,SIMD
2002,S08000022,Data not available,1,SIMD
2002,S08000030,Data not available,1,SIMD
2002,S08000032,Data not available,2,SIMD
2002,S08000015,Data not available,3,SIMD
2002,S08000031,Data not available,3,SIMD
2002,S08000024,Data not available,4,SIMD
2002,S00000000,Data not available,16,SIMD
2003,S08000019,Data not available,1,SIMD
2003,S08000031,Data not available,1,SIMD
2003,S08000030,Data not available,2,SIMD
2003,S08000032,Data not available,2,SIMD
2003,S08000015,Data not available,3,SIMD
2003,S08000029,Data not available,3,SIMD
2003,S08000024,Data not available,6,SIMD
2003,S00000000,Data not available,23,SIMD
2004,S08000019,Data not available,1,SIMD
2004,S08000022,Data not available,1,SIMD
2004,S08000015,Data not available,2,SIMD
2004,S08000032,Data not available,2,SIMD
2004,S08000020,Data not available,3,SIMD
2004,S08000031,Data not available,5,SIMD
2004,S08000024,Data not available,6,SIMD
2004,S00000000,Data not available,23,SIMD
2005,S08000025,Data not available,1,SIMD
2005,S08000015,Data not available,1,SIMD
2005,S08000032,Data not available,1,SIMD
2005,S08000029,Data not available,2,SIMD
2005,S08000020,Data not available,3,SIMD
2005,S08000024,Data not available,4,SIMD
2005,S08000031,Data not available,8,SIMD
2005,S00000000,Data not available,40,SIMD
2006,S08000019,Data not available,1,SIMD
2006,S08000030,Data not available,1,SIMD
2006,S08000020,Data not available,2,SIMD
2006,S08000015,Data not available,3,SIMD
2006,S08000024,Data not available,5,SIMD
2006,S08000031,Data not available,6,SIMD
2006,S00000000,Data not available,36,SIMD
2007,S08000020,Data not available,1,SIMD
2007,S08000030,Data not available,1,SIMD
2007,S08000019,Data not available,2,SIMD
2007,S08000032,Data not available,2,SIMD
2007,S08000024,Data not available,3,SIMD
2007,S08000031,Data not available,12,SIMD
2007,S00000000,Data not available,45,SIMD
2008,S08000022,Data not available,1,SIMD
2008,S08000020,Data not available,2,SIMD
2008,S08000015,Data not available,3,SIMD
2008,S08000032,Data not available,3,SIMD
2008,S08000024,Data not available,4,SIMD
2008,S08000031,Data not available,6,SIMD
2008,S00000000,Data not available,36,SIMD
2009,S08000017,Data not available,1,SIMD
2009,S08000019,Data not available,1,SIMD
2009,S08000020,Data not available,1,SIMD
2009,S08000022,Data not available,2,SIMD
2009,S08000030,Data not available,2,SIMD
2009,S08000024,Data not available,5,SIMD
2009,S08000031,Data not available,6,SIMD
2009,S00000000,Data not available,39,SIMD
2010,S00000000,Data not available,20,SIMD
2011,S00000000,Data not available,26,SIMD
2012,S00000000,Data not available,35,SIMD
2013,S00000000,Data not available,28,SIMD
2014,S00000000,Data not available,15,SIMD
2015,S00000000,Data not available,16,SIMD
2016,S00000000,Data not available,6,SIMD
2017,S00000000,Data not available,14,SIMD
2018,S00000000,Data not available,12,SIMD
2019,S00000000,Data not available,14,SIMD
2020,S00000000,Data not available,11,SIMD
1992,S08000016,1,8,SIMD
1992,S08000017,1,46,SIMD
1992,S08000022,1,62,SIMD
1992,S08000020,1,107,SIMD
1992,S08000019,1,124,SIMD
1992,S08000029,1,134,SIMD
1992,S08000015,1,204,SIMD
1992,S08000024,1,302,SIMD
1992,S08000030,1,304,SIMD
1992,S08000032,1,406,SIMD
1992,S08000031,1,1272,SIMD
1993,S08000016,1,10,SIMD
1993,S08000017,1,37,SIMD
1993,S08000022,1,60,SIMD
1993,S08000019,1,111,SIMD
1993,S08000029,1,120,SIMD
1993,S08000020,1,127,SIMD
1993,S08000015,1,176,SIMD
1993,S08000024,1,334,SIMD
1993,S08000030,1,356,SIMD
1993,S08000032,1,398,SIMD
1993,S08000031,1,1323,SIMD
1994,S08000016,1,12,SIMD
1994,S08000017,1,44,SIMD
1994,S08000022,1,57,SIMD
1994,S08000019,1,103,SIMD
1994,S08000029,1,138,SIMD
1994,S08000020,1,140,SIMD
1994,S08000015,1,233,SIMD
1994,S08000030,1,317,SIMD
1994,S08000032,1,371,SIMD
1994,S08000024,1,388,SIMD
1994,S08000031,1,1323,SIMD
1995,S08000016,1,7,SIMD
1995,S08000017,1,26,SIMD
1995,S08000022,1,50,SIMD
1995,S08000019,1,116,SIMD
1995,S08000020,1,121,SIMD
1995,S08000029,1,145,SIMD
1995,S08000015,1,208,SIMD
1995,S08000030,1,324,SIMD
1995,S08000024,1,350,SIMD
1995,S08000032,1,367,SIMD
1995,S08000031,1,1366,SIMD
1996,S08000016,1,7,SIMD
1996,S08000017,1,27,SIMD
1996,S08000022,1,59,SIMD
1996,S08000029,1,105,SIMD
1996,S08000019,1,108,SIMD
1996,S08000020,1,142,SIMD
1996,S08000015,1,187,SIMD
1996,S08000030,1,311,SIMD
1996,S08000024,1,372,SIMD
1996,S08000032,1,373,SIMD
1996,S08000031,1,1420,SIMD
1997,S08000016,1,11,SIMD
1997,S08000017,1,41,SIMD
1997,S08000022,1,72,SIMD
1997,S08000019,1,102,SIMD
1997,S08000029,1,107,SIMD
1997,S08000020,1,134,SIMD
1997,S08000015,1,178,SIMD
1997,S08000030,1,337,SIMD
1997,S08000032,1,370,SIMD
1997,S08000024,1,371,SIMD
1997,S08000031,1,1423,SIMD
1998,S08000016,1,13,SIMD
1998,S08000017,1,37,SIMD
1998,S08000022,1,59,SIMD
1998,S08000019,1,114,SIMD
1998,S08000020,1,114,SIMD
1998,S08000029,1,119,SIMD
1998,S08000015,1,204,SIMD
1998,S08000030,1,363,SIMD
1998,S08000032,1,392,SIMD
1998,S08000024,1,394,SIMD
1998,S08000031,1,1402,SIMD
1999,S08000017,1,30,SIMD
1999,S08000022,1,49,SIMD
1999,S08000029,1,120,SIMD
1999,S08000019,1,126,SIMD
1999,S08000020,1,137,SIMD
1999,S08000015,1,215,SIMD
1999,S08000030,1,338,SIMD
1999,S08000024,1,386,SIMD
1999,S08000032,1,442,SIMD
1999,S08000031,1,1449,SIMD
1999,S08000016,1,*,SIMD
2000,S08000016,1,10,SIMD
2000,S08000017,1,41,SIMD
2000,S08000022,1,49,SIMD
2000,S08000020,1,93,SIMD
2000,S08000019,1,113,SIMD
2000,S08000029,1,130,SIMD
2000,S08000015,1,193,SIMD
2000,S08000030,1,330,SIMD
2000,S08000024,1,377,SIMD
2000,S08000032,1,426,SIMD
2000,S08000031,1,1444,SIMD
2001,S08000016,1,6,SIMD
2001,S08000017,1,32,SIMD
2001,S08000022,1,41,SIMD
2001,S08000020,1,106,SIMD
2001,S08000019,1,119,SIMD
2001,S08000029,1,121,SIMD
2001,S08000015,1,180,SIMD
2001,S08000030,1,289,SIMD
2001,S08000024,1,428,SIMD
2001,S08000032,1,435,SIMD
2001,S08000031,1,1497,SIMD
2002,S08000016,1,12,SIMD
2002,S08000017,1,37,SIMD
2002,S08000022,1,57,SIMD
2002,S08000020,1,110,SIMD
2002,S08000019,1,120,SIMD
2002,S08000029,1,139,SIMD
2002,S08000015,1,188,SIMD
2002,S08000030,1,303,SIMD
2002,S08000024,1,406,SIMD
2002,S08000032,1,454,SIMD
2002,S08000031,1,1364,SIMD
2003,S08000016,1,8,SIMD
2003,S08000017,1,41,SIMD
2003,S08000022,1,50,SIMD
2003,S08000019,1,107,SIMD
2003,S08000020,1,113,SIMD
2003,S08000029,1,157,SIMD
2003,S08000015,1,211,SIMD
2003,S08000030,1,315,SIMD
2003,S08000032,1,403,SIMD
2003,S08000024,1,464,SIMD
2003,S08000031,1,1383,SIMD
2004,S08000016,1,12,SIMD
2004,S08000017,1,47,SIMD
2004,S08000022,1,62,SIMD
2004,S08000019,1,113,SIMD
2004,S08000020,1,179,SIMD
2004,S08000029,1,201,SIMD
2004,S08000015,1,202,SIMD
2004,S08000030,1,365,SIMD
2004,S08000032,1,433,SIMD
2004,S08000024,1,471,SIMD
2004,S08000031,1,1392,SIMD
2005,S08000016,1,15,SIMD
2005,S08000017,1,41,SIMD
2005,S08000022,1,68,SIMD
2005,S08000019,1,125,SIMD
2005,S08000020,1,193,SIMD
2005,S08000029,1,196,SIMD
2005,S08000015,1,218,SIMD
2005,S08000030,1,396,SIMD
2005,S08000032,1,449,SIMD
2005,S08000024,1,468,SIMD
2005,S08000031,1,1493,SIMD
2006,S08000016,1,17,SIMD
2006,S08000017,1,35,SIMD
2006,S08000022,1,85,SIMD
2006,S08000019,1,105,SIMD
2006,S08000020,1,171,SIMD
2006,S08000029,1,207,SIMD
2006,S08000015,1,265,SIMD
2006,S08000030,1,383,SIMD
2006,S08000032,1,446,SIMD
2006,S08000024,1,522,SIMD
2006,S08000031,1,1557,SIMD
2007,S08000016,1,18,SIMD
2007,S08000017,1,54,SIMD
2007,S08000022,1,100,SIMD
2007,S08000019,1,130,SIMD
2007,S08000020,1,154,SIMD
2007,S08000029,1,249,SIMD
2007,S08000015,1,307,SIMD
2007,S08000030,1,380,SIMD
2007,S08000032,1,462,SIMD
2007,S08000024,1,534,SIMD
2007,S08000031,1,1576,SIMD
2008,S08000016,1,15,SIMD
2008,S08000017,1,55,SIMD
2008,S08000022,1,83,SIMD
2008,S08000019,1,141,SIMD
2008,S08000020,1,178,SIMD
2008,S08000029,1,273,SIMD
2008,S08000015,1,318,SIMD
2008,S08000030,1,358,SIMD
2008,S08000032,1,486,SIMD
2008,S08000024,1,526,SIMD
2008,S08000031,1,1648,SIMD
2009,S08000016,1,12,SIMD
2009,S08000017,1,50,SIMD
2009,S08000022,1,68,SIMD
2009,S08000019,1,140,SIMD
2009,S08000020,1,185,SIMD
2009,S08000029,1,257,SIMD
2009,S08000015,1,275,SIMD
2009,S08000030,1,341,SIMD
2009,S08000032,1,421,SIMD
2009,S08000024,1,487,SIMD
2009,S08000031,1,1513,SIMD
2010,S08000016,1,13,SIMD
2010,S08000017,1,37,SIMD
2010,S08000022,1,88,SIMD
2010,S08000019,1,158,SIMD
2010,S08000020,1,188,SIMD
2010,S08000029,1,234,SIMD
2010,S08000015,1,302,SIMD
2010,S08000030,1,319,SIMD
2010,S08000024,1,421,SIMD
2010,S08000032,1,483,SIMD
2010,S08000031,1,1416,SIMD
2011,S08000016,1,19,SIMD
2011,S08000017,1,49,SIMD
2011,S08000022,1,86,SIMD
2011,S08000019,1,139,SIMD
2011,S08000020,1,170,SIMD
2011,S08000029,1,231,SIMD
2011,S08000015,1,273,SIMD
2011,S08000030,1,354,SIMD
2011,S08000024,1,453,SIMD
2011,S08000032,1,472,SIMD
2011,S08000031,1,1359,SIMD
2012,S08000016,1,18,SIMD
2012,S08000017,1,36,SIMD
2012,S08000022,1,76,SIMD
2012,S08000019,1,150,SIMD
2012,S08000020,1,174,SIMD
2012,S08000029,1,242,SIMD
2012,S08000015,1,298,SIMD
2012,S08000030,1,333,SIMD
2012,S08000032,1,484,SIMD
2012,S08000024,1,490,SIMD
2012,S08000031,1,1315,SIMD
2013,S08000016,1,20,SIMD
2013,S08000017,1,34,SIMD
2013,S08000022,1,65,SIMD
2013,S08000019,1,154,SIMD
2013,S08000020,1,166,SIMD
2013,S08000029,1,234,SIMD
2013,S08000015,1,264,SIMD
2013,S08000030,1,304,SIMD
2013,S08000024,1,447,SIMD
2013,S08000032,1,457,SIMD
2013,S08000031,1,1240,SIMD
2014,S08000016,1,9,SIMD
2014,S08000017,1,42,SIMD
2014,S08000022,1,63,SIMD
2014,S08000020,1,130,SIMD
2014,S08000019,1,175,SIMD
2014,S08000029,1,238,SIMD
2014,S08000015,1,282,SIMD
2014,S08000030,1,312,SIMD
2014,S08000024,1,402,SIMD
2014,S08000032,1,448,SIMD
2014,S08000031,1,1262,SIMD
2015,S08000016,1,15,SIMD
2015,S08000017,1,40,SIMD
2015,S08000022,1,61,SIMD
2015,S08000020,1,110,SIMD
2015,S08000019,1,160,SIMD
2015,S08000029,1,261,SIMD
2015,S08000015,1,282,SIMD
2015,S08000030,1,332,SIMD
2015,S08000032,1,432,SIMD
2015,S08000024,1,474,SIMD
2015,S08000031,1,1319,SIMD
2016,S08000016,1,16,SIMD
2016,S08000017,1,44,SIMD
2016,S08000022,1,64,SIMD
2016,S08000020,1,126,SIMD
2016,S08000019,1,175,SIMD
2016,S08000029,1,260,SIMD
2016,S08000015,1,292,SIMD
2016,S08000030,1,297,SIMD
2016,S08000032,1,459,SIMD
2016,S08000024,1,502,SIMD
2016,S08000031,1,1329,SIMD
2017,S08000016,1,22,SIMD
2017,S08000017,1,47,SIMD
2017,S08000022,1,77,SIMD
2017,S08000020,1,133,SIMD
2017,S08000019,1,196,SIMD
2017,S08000029,1,282,SIMD
2017,S08000015,1,312,SIMD
2017,S08000030,1,355,SIMD
2017,S08000024,1,447,SIMD
2017,S08000032,1,491,SIMD
2017,S08000031,1,1332,SIMD
2018,S08000016,1,22,SIMD
2018,S08000017,1,46,SIMD
2018,S08000022,1,99,SIMD
2018,S08000020,1,132,SIMD
2018,S08000019,1,232,SIMD
2018,S08000029,1,255,SIMD
2018,S08000015,1,340,SIMD
2018,S08000030,1,394,SIMD
2018,S08000024,1,424,SIMD
2018,S08000032,1,579,SIMD
2018,S08000031,1,1435,SIMD
2019,S08000016,1,17,SIMD
2019,S08000017,1,39,SIMD
2019,S08000022,1,79,SIMD
2019,S08000020,1,143,SIMD
2019,S08000019,1,246,SIMD
2019,S08000029,1,266,SIMD
2019,S08000015,1,329,SIMD
2019,S08000030,1,371,SIMD
2019,S08000024,1,485,SIMD
2019,S08000032,1,535,SIMD
2019,S08000031,1,1489,SIMD
2020,S08000016,1,21,SIMD
2020,S08000017,1,31,SIMD
2020,S08000022,1,105,SIMD
2020,S08000020,1,148,SIMD
2020,S08000019,1,197,SIMD
2020,S08000029,1,274,SIMD
2020,S08000015,1,333,SIMD
2020,S08000030,1,399,SIMD
2020,S08000024,1,535,SIMD
2020,S08000032,1,587,SIMD
2020,S08000031,1,1616,SIMD
1992,S08000016,2,13,SIMD
1992,S08000025,2,16,SIMD
1992,S08000017,2,50,SIMD
1992,S08000019,2,132,SIMD
1992,S08000022,2,144,SIMD
1992,S08000029,2,190,SIMD
1992,S08000015,2,227,SIMD
1992,S08000020,2,231,SIMD
1992,S08000030,2,234,SIMD
1992,S08000032,2,261,SIMD
1992,S08000031,2,379,SIMD
1992,S08000024,2,505,SIMD
1993,S08000025,2,14,SIMD
1993,S08000016,2,19,SIMD
1993,S08000017,2,47,SIMD
1993,S08000019,2,136,SIMD
1993,S08000022,2,157,SIMD
1993,S08000029,2,201,SIMD
1993,S08000030,2,210,SIMD
1993,S08000015,2,225,SIMD
1993,S08000020,2,232,SIMD
1993,S08000032,2,274,SIMD
1993,S08000031,2,409,SIMD
1993,S08000024,2,471,SIMD
1994,S08000025,2,15,SIMD
1994,S08000016,2,20,SIMD
1994,S08000017,2,46,SIMD
1994,S08000022,2,143,SIMD
1994,S08000019,2,150,SIMD
1994,S08000030,2,180,SIMD
1994,S08000029,2,213,SIMD
1994,S08000015,2,223,SIMD
1994,S08000020,2,235,SIMD
1994,S08000032,2,274,SIMD
1994,S08000031,2,437,SIMD
1994,S08000024,2,523,SIMD
1995,S08000016,2,14,SIMD
1995,S08000025,2,16,SIMD
1995,S08000017,2,58,SIMD
1995,S08000022,2,113,SIMD
1995,S08000019,2,139,SIMD
1995,S08000030,2,192,SIMD
1995,S08000029,2,198,SIMD
1995,S08000015,2,200,SIMD
1995,S08000020,2,248,SIMD
1995,S08000032,2,291,SIMD
1995,S08000031,2,430,SIMD
1995,S08000024,2,504,SIMD
1996,S08000016,2,13,SIMD
1996,S08000025,2,14,SIMD
1996,S08000017,2,67,SIMD
1996,S08000022,2,139,SIMD
1996,S08000019,2,157,SIMD
1996,S08000029,2,192,SIMD
1996,S08000015,2,230,SIMD
1996,S08000030,2,240,SIMD
1996,S08000020,2,256,SIMD
1996,S08000032,2,269,SIMD
1996,S08000031,2,470,SIMD
1996,S08000024,2,582,SIMD
1997,S08000025,2,10,SIMD
1997,S08000016,2,13,SIMD
1997,S08000017,2,63,SIMD
1997,S08000019,2,165,SIMD
1997,S08000022,2,166,SIMD
1997,S08000029,2,176,SIMD
1997,S08000015,2,199,SIMD
1997,S08000030,2,233,SIMD
1997,S08000020,2,271,SIMD
1997,S08000032,2,275,SIMD
1997,S08000031,2,521,SIMD
1997,S08000024,2,602,SIMD
1998,S08000025,2,14,SIMD
1998,S08000016,2,19,SIMD
1998,S08000017,2,56,SIMD
1998,S08000022,2,126,SIMD
1998,S08000019,2,163,SIMD
1998,S08000029,2,222,SIMD
1998,S08000015,2,224,SIMD
1998,S08000020,2,258,SIMD
1998,S08000030,2,262,SIMD
1998,S08000032,2,296,SIMD
1998,S08000031,2,514,SIMD
1998,S08000024,2,646,SIMD
1999,S08000025,2,16,SIMD
1999,S08000017,2,57,SIMD
1999,S08000022,2,145,SIMD
1999,S08000019,2,175,SIMD
1999,S08000029,2,204,SIMD
1999,S08000015,2,226,SIMD
1999,S08000020,2,235,SIMD
1999,S08000030,2,238,SIMD
1999,S08000032,2,269,SIMD
1999,S08000031,2,470,SIMD
1999,S08000024,2,624,SIMD
1999,S08000016,2,*,SIMD
2000,S08000016,2,5,SIMD
2000,S08000025,2,20,SIMD
2000,S08000017,2,57,SIMD
2000,S08000022,2,117,SIMD
2000,S08000019,2,179,SIMD
