Year,ID,Group,Value,Measure
2018,S08000022,5+,7,Parity
2018,S08000030,5+,8,Parity
2018,S08000015,5+,11,Parity
2018,S08000020,5+,14,Parity
2018,S08000019,5+,15,Parity
2018,S08000029,5+,15,Parity
2018,S08000032,5+,24,Parity
2018,S08000024,5+,29,Parity
2018,S08000031,5+,41,Parity
2018,S08000025,5+,*,Parity
2018,S08000017,5+,*,Parity
2019,S00000000,5+,1,Parity
2019,S08000017,5+,5,Parity
2019,S08000029,5+,7,Parity
2019,S08000015,5+,10,Parity
2019,S08000019,5+,13,Parity
2019,S08000030,5+,17,Parity
2019,S08000020,5+,18,Parity
2019,S08000024,5+,22,Parity
2019,S08000032,5+,23,Parity
2019,S08000031,5+,29,Parity
2019,S08000016,5+,*,Parity
2019,S08000022,5+,*,Parity
2020,S08000017,5+,5,Parity
2020,S08000022,5+,8,Parity
2020,S08000029,5+,9,Parity
2020,S08000020,5+,13,Parity
2020,S08000015,5+,15,Parity
2020,S08000019,5+,15,Parity
2020,S08000030,5+,15,Parity
2020,S08000032,5+,21,Parity
2020,S08000024,5+,26,Parity
2020,S08000031,5+,46,Parity
2020,S08000025,5+,*,Parity
2020,S08000016,5+,*,Parity
1992,S08000022,Other,1,Parity
1992,S08000030,Other,2,Parity
1992,S08000024,Other,8,Parity
1992,S08000031,Other,16,Parity
1992,S08000019,Other,*,Parity
1992,S08000020,Other,*,Parity
1992,S08000032,Other,*,Parity
1993,S08000022,Other,1,Parity
1993,S08000020,Other,3,Parity
1993,S08000029,Other,3,Parity
1993,S08000019,Other,4,Parity
1993,S08000032,Other,5,Parity
1993,S08000030,Other,7,Parity
1993,S08000024,Other,9,Parity
1993,S08000031,Other,30,Parity
1993,S08000017,Other,*,Parity
1994,S08000017,Other,1,Parity
1994,S08000029,Other,1,Parity
1994,S08000020,Other,2,Parity
1994,S08000032,Other,5,Parity
1994,S08000024,Other,15,Parity
1994,S08000031,Other,16,Parity
1994,S08000016,Other,*,Parity
1994,S08000019,Other,*,Parity
1994,S08000030,Other,*,Parity
1995,S08000015,Other,1,Parity
1995,S08000020,Other,1,Parity
1995,S08000030,Other,1,Parity
1995,S08000032,Other,1,Parity
1995,S08000019,Other,2,Parity
1995,S08000024,Other,3,Parity
1995,S08000031,Other,7,Parity
1995,S08000017,Other,*,Parity
1996,S08000024,Other,1,Parity
1996,S08000032,Other,1,Parity
1997,S08000015,Other,1,Parity
1997,S08000022,Other,1,Parity
1997,S08000030,Other,1,Parity
1997,S08000031,Other,1,Parity
1997,S08000032,Other,1,Parity
1997,S08000020,Other,2,Parity
1997,S08000024,Other,7,Parity
1998,S08000029,Other,1,Parity
1998,S08000015,Other,2,Parity
1998,S08000020,Other,2,Parity
1998,S08000030,Other,2,Parity
1998,S08000031,Other,3,Parity
1999,S08000015,Other,1,Parity
1999,S08000020,Other,1,Parity
1999,S08000024,Other,1,Parity
1999,S08000031,Other,1,Parity
1999,S08000019,Other,2,Parity
2000,S08000017,Other,1,Parity
2000,S08000020,Other,1,Parity
2000,S08000032,Other,1,Parity
2000,S08000024,Other,2,Parity
2001,S08000015,Other,1,Parity
2001,S08000022,Other,1,Parity
2001,S08000024,Other,2,Parity
2002,S08000032,Other,1,Parity
2002,S08000024,Other,4,Parity
2003,S08000019,Other,1,Parity
2003,S08000022,Other,1,Parity
2003,S08000030,Other,1,Parity
2003,S08000015,Other,2,Parity
2003,S08000020,Other,2,Parity
2003,S08000032,Other,3,Parity
2003,S08000024,Other,5,Parity
2004,S08000020,Other,1,Parity
2004,S08000022,Other,1,Parity
2004,S08000030,Other,1,Parity
2004,S08000032,Other,1,Parity
2004,S08000024,Other,2,Parity
2004,S08000031,Other,2,Parity
2005,S08000019,Other,1,Parity
2005,S08000031,Other,1,Parity
2005,S08000032,Other,1,Parity
2006,S08000015,Other,1,Parity
2006,S08000020,Other,1,Parity
2006,S08000031,Other,1,Parity
2006,S08000032,Other,1,Parity
2006,S08000030,Other,2,Parity
2006,S08000029,Other,3,Parity
2007,S08000020,Other,1,Parity
2007,S08000032,Other,1,Parity
2007,S08000022,Other,2,Parity
2007,S08000024,Other,2,Parity
2007,S08000031,Other,2,Parity
2008,S08000015,Other,1,Parity
2008,S08000022,Other,1,Parity
2008,S08000029,Other,1,Parity
2008,S08000020,Other,3,Parity
2008,S08000031,Other,3,Parity
2008,S08000032,Other,3,Parity
2009,S08000030,Other,1,Parity
2009,S08000031,Other,2,Parity
2009,S08000020,Other,3,Parity
2010,S08000030,Other,2,Parity
2012,S08000020,Other,1,Parity
2012,S08000019,Other,3,Parity
2013,S08000019,Other,1,Parity
2013,S08000029,Other,1,Parity
2014,S08000020,Other,1,Parity
2014,S08000022,Other,1,Parity
2014,S08000031,Other,1,Parity
2014,S08000032,Other,1,Parity
2015,S08000024,Other,2,Parity
2016,S08000031,Other,1,Parity
2017,S08000024,Other,1,Parity
2018,S08000032,Other,1,Parity
2019,S08000031,Other,2,Parity
2020,S08000024,Other,1,Parity
1992,S00000000,0,25,Previous
1992,S08000025,0,85,Previous
1992,S08000016,0,156,Previous
1992,S08000017,0,220,Previous
1992,S08000022,0,334,Previous
1992,S08000019,0,454,Previous
1992,S08000015,0,568,Previous
1992,S08000029,0,595,Previous
1992,S08000030,0,806,Previous
1992,S08000032,0,900,Previous
1992,S08000020,0,999,Previous
1992,S08000024,0,1548,Previous
1992,S08000031,0,1950,Previous
1993,S00000000,0,17,Previous
1993,S08000025,0,75,Previous
1993,S08000016,0,140,Previous
1993,S08000017,0,184,Previous
1993,S08000022,0,348,Previous
1993,S08000019,0,406,Previous
1993,S08000015,0,557,Previous
1993,S08000029,0,598,Previous
1993,S08000030,0,783,Previous
1993,S08000032,0,915,Previous
1993,S08000020,0,1055,Previous
1993,S08000024,0,1604,Previous
1993,S08000031,0,2036,Previous
1994,S00000000,0,21,Previous
1994,S08000025,0,87,Previous
1994,S08000016,0,159,Previous
1994,S08000017,0,205,Previous
1994,S08000022,0,310,Previous
1994,S08000019,0,484,Previous
1994,S08000029,0,575,Previous
1994,S08000015,0,613,Previous
1994,S08000030,0,752,Previous
1994,S08000032,0,898,Previous
1994,S08000020,0,1058,Previous
1994,S08000024,0,1722,Previous
1994,S08000031,0,2056,Previous
1995,S00000000,0,11,Previous
1995,S08000025,0,80,Previous
1995,S08000016,0,123,Previous
1995,S08000017,0,192,Previous
1995,S08000022,0,307,Previous
1995,S08000019,0,424,Previous
1995,S08000015,0,530,Previous
1995,S08000029,0,595,Previous
1995,S08000030,0,795,Previous
1995,S08000032,0,875,Previous
1995,S08000020,0,1012,Previous
1995,S08000024,0,1646,Previous
1995,S08000031,0,2079,Previous
1996,S00000000,0,16,Previous
1996,S08000025,0,79,Previous
1996,S08000016,0,135,Previous
1996,S08000017,0,194,Previous
1996,S08000022,0,383,Previous
1996,S08000019,0,464,Previous
1996,S08000029,0,571,Previous
1996,S08000015,0,590,Previous
1996,S08000030,0,805,Previous
1996,S08000032,0,910,Previous
1996,S08000020,0,1105,Previous
1996,S08000024,0,1843,Previous
1996,S08000031,0,2271,Previous
1997,S00000000,0,18,Previous
1997,S08000025,0,74,Previous
1997,S08000016,0,148,Previous
1997,S08000017,0,197,Previous
1997,S08000022,0,456,Previous
1997,S08000019,0,464,Previous
1997,S08000029,0,526,Previous
1997,S08000015,0,562,Previous
1997,S08000030,0,845,Previous
1997,S08000032,0,869,Previous
1997,S08000020,0,1138,Previous
1997,S08000024,0,1875,Previous
1997,S08000031,0,2248,Previous
1998,S00000000,0,22,Previous
1998,S08000025,0,62,Previous
1998,S08000016,0,141,Previous
1998,S08000017,0,190,Previous
1998,S08000022,0,444,Previous
1998,S08000019,0,496,Previous
1998,S08000015,0,561,Previous
1998,S08000029,0,618,Previous
1998,S08000030,0,904,Previous
1998,S08000032,0,941,Previous
1998,S08000020,0,1035,Previous
1998,S08000024,0,1905,Previous
1998,S08000031,0,2244,Previous
1999,S00000000,0,17,Previous
1999,S08000025,0,73,Previous
1999,S08000016,0,122,Previous
1999,S08000017,0,200,Previous
1999,S08000022,0,440,Previous
1999,S08000019,0,484,Previous
1999,S08000015,0,552,Previous
1999,S08000029,0,581,Previous
1999,S08000030,0,798,Previous
1999,S08000020,0,948,Previous
1999,S08000032,0,978,Previous
1999,S08000024,0,1893,Previous
1999,S08000031,0,2198,Previous
2000,S00000000,0,16,Previous
2000,S08000025,0,68,Previous
2000,S08000016,0,145,Previous
2000,S08000017,0,220,Previous
2000,S08000022,0,416,Previous
2000,S08000019,0,501,Previous
2000,S08000015,0,551,Previous
2000,S08000029,0,600,Previous
2000,S08000030,0,844,Previous
2000,S08000020,0,861,Previous
2000,S08000032,0,1017,Previous
2000,S08000024,0,1818,Previous
2000,S08000031,0,2144,Previous
2001,S00000000,0,12,Previous
2001,S08000025,0,47,Previous
2001,S08000016,0,113,Previous
2001,S08000017,0,208,Previous
2001,S08000022,0,430,Previous
2001,S08000019,0,453,Previous
2001,S08000015,0,523,Previous
2001,S08000029,0,595,Previous
2001,S08000030,0,737,Previous
2001,S08000020,0,906,Previous
2001,S08000032,0,1054,Previous
2001,S08000024,0,1814,Previous
2001,S08000031,0,2240,Previous
2002,S00000000,0,11,Previous
2002,S08000025,0,71,Previous
2002,S08000016,0,124,Previous
2002,S08000017,0,184,Previous
2002,S08000022,0,389,Previous
2002,S08000019,0,450,Previous
2002,S08000015,0,528,Previous
2002,S08000029,0,604,Previous
2002,S08000030,0,768,Previous
2002,S08000020,0,943,Previous
2002,S08000032,0,1009,Previous
2002,S08000024,0,1660,Previous
2002,S08000031,0,2104,Previous
2003,S00000000,0,18,Previous
2003,S08000025,0,63,Previous
2003,S08000016,0,149,Previous
2003,S08000017,0,207,Previous
2003,S08000022,0,393,Previous
2003,S08000019,0,456,Previous
2003,S08000015,0,548,Previous
2003,S08000029,0,630,Previous
2003,S08000030,0,870,Previous
2003,S08000020,0,974,Previous
2003,S08000032,0,981,Previous
2003,S08000024,0,1796,Previous
2003,S08000031,0,2076,Previous
2004,S00000000,0,19,Previous
2004,S08000025,0,70,Previous
2004,S08000016,0,153,Previous
2004,S08000017,0,210,Previous
2004,S08000022,0,393,Previous
2004,S08000019,0,483,Previous
2004,S08000015,0,563,Previous
2004,S08000029,0,593,Previous
2004,S08000030,0,825,Previous
2004,S08000020,0,1007,Previous
2004,S08000032,0,1053,Previous
2004,S08000024,0,1760,Previous
2004,S08000031,0,2135,Previous
2005,S00000000,0,32,Previous
2005,S08000025,0,56,Previous
2005,S08000016,0,149,Previous
2005,S08000017,0,204,Previous
2005,S08000022,0,375,Previous
2005,S08000019,0,489,Previous
2005,S08000015,0,561,Previous
2005,S08000029,0,616,Previous
2005,S08000030,0,872,Previous
2005,S08000020,0,956,Previous
2005,S08000032,0,1067,Previous
2005,S08000024,0,1792,Previous
2005,S08000031,0,2279,Previous
2006,S00000000,0,33,Previous
2006,S08000025,0,64,Previous
2006,S08000016,0,177,Previous
2006,S08000017,0,235,Previous
2006,S08000022,0,399,Previous
2006,S08000019,0,484,Previous
2006,S08000029,0,650,Previous
2006,S08000015,0,671,Previous
2006,S08000030,0,833,Previous
2006,S08000020,0,937,Previous
2006,S08000032,0,1145,Previous
2006,S08000024,0,1781,Previous
2006,S08000031,0,2379,Previous
2007,S00000000,0,34,Previous
2007,S08000025,0,59,Previous
2007,S08000016,0,163,Previous
2007,S08000017,0,221,Previous
2007,S08000022,0,430,Previous
2007,S08000019,0,494,Previous
2007,S08000015,0,591,Previous
2007,S08000029,0,717,Previous
2007,S08000030,0,915,Previous
2007,S08000020,0,1086,Previous
2007,S08000032,0,1120,Previous
2007,S08000024,0,1906,Previous
2007,S08000031,0,2411,Previous
2008,S00000000,0,26,Previous
2008,S08000025,0,49,Previous
2008,S08000016,0,170,Previous
2008,S08000017,0,215,Previous
2008,S08000022,0,405,Previous
2008,S08000019,0,526,Previous
2008,S08000015,0,601,Previous
2008,S08000029,0,739,Previous
2008,S08000030,0,813,Previous
2008,S08000020,0,1085,Previous
2008,S08000032,0,1222,Previous
2008,S08000024,0,1878,Previous
2008,S08000031,0,2379,Previous
2009,S00000000,0,32,Previous
2009,S08000025,0,60,Previous
2009,S08000016,0,117,Previous
2009,S08000017,0,225,Previous
2009,S08000022,0,364,Previous
2009,S08000019,0,491,Previous
2009,S08000015,0,535,Previous
2009,S08000029,0,662,Previous
2009,S08000030,0,803,Previous
2009,S08000020,0,1030,Previous
2009,S08000032,0,1117,Previous
2009,S08000024,0,1755,Previous
2009,S08000031,0,2242,Previous
2010,S00000000,0,10,Previous
2010,S08000025,0,40,Previous
2010,S08000016,0,153,Previous
2010,S08000017,0,216,Previous
2010,S08000022,0,432,Previous
2010,S08000019,0,500,Previous
2010,S08000015,0,607,Previous
2010,S08000029,0,614,Previous
2010,S08000030,0,728,Previous
2010,S08000020,0,993,Previous
2010,S08000032,0,1175,Previous
2010,S08000024,0,1573,Previous
2010,S08000031,0,2219,Previous
2011,S00000000,0,22,Previous
2011,S08000025,0,47,Previous
2011,S08000016,0,159,Previous
2011,S08000017,0,220,Previous
2011,S08000022,0,432,Previous
2011,S08000019,0,467,Previous
2011,S08000015,0,514,Previous
2011,S08000029,0,644,Previous
2011,S08000030,0,735,Previous
2011,S08000020,0,932,Previous
2011,S08000032,0,1064,Previous
2011,S08000024,0,1677,Previous
2011,S08000031,0,2004,Previous
2012,S00000000,0,23,Previous
2012,S08000025,0,54,Previous
2012,S08000016,0,129,Previous
2012,S08000017,0,186,Previous
2012,S08000022,0,347,Previous
2012,S08000019,0,438,Previous
2012,S08000015,0,567,Previous
2012,S08000029,0,664,Previous
2012,S08000030,0,704,Previous
2012,S08000020,0,928,Previous
2012,S08000032,0,1057,Previous
2012,S08000024,0,1640,Previous
2012,S08000031,0,1974,Previous
2013,S00000000,0,21,Previous
2013,S08000025,0,52,Previous
2013,S08000016,0,129,Previous
2013,S08000017,0,168,Previous
2013,S08000022,0,348,Previous
2013,S08000019,0,429,Previous
2013,S08000015,0,469,Previous
2013,S08000029,0,635,Previous
2013,S08000030,0,664,Previous
2013,S08000020,0,929,Previous
2013,S08000032,0,1004,Previous
2013,S08000024,0,1564,Previous
2013,S08000031,0,1866,Previous
2014,S00000000,0,11,Previous
2014,S08000025,0,45,Previous
2014,S08000016,0,115,Previous
2014,S08000017,0,190,Previous
2014,S08000022,0,370,Previous
2014,S08000019,0,462,Previous
2014,S08000015,0,487,Previous
2014,S08000029,0,530,Previous
2014,S08000030,0,670,Previous
2014,S08000020,0,860,Previous
2014,S08000032,0,961,Previous
2014,S08000024,0,1489,Previous
2014,S08000031,0,1856,Previous
2015,S00000000,0,10,Previous
2015,S08000025,0,40,Previous
2015,S08000016,0,111,Previous
2015,S08000017,0,159,Previous
2015,S08000022,0,376,Previous
2015,S08000019,0,427,Previous
2015,S08000015,0,472,Previous
2015,S08000029,0,601,Previous
2015,S08000030,0,683,Previous
2015,S08000020,0,905,Previous
2015,S08000032,0,967,Previous
2015,S08000024,0,1609,Previous
2015,S08000031,0,1971,Previous
2016,S00000000,0,5,Previous
2016,S08000025,0,48,Previous
2016,S08000016,0,138,Previous
2016,S08000017,0,182,Previous
2016,S08000022,0,347,Previous
2016,S08000015,0,445,Previous
2016,S08000019,0,467,Previous
2016,S08000029,0,600,Previous
2016,S08000030,0,643,Previous
2016,S08000020,0,820,Previous
2016,S08000032,0,1002,Previous
2016,S08000024,0,1590,Previous
2016,S08000031,0,1933,Previous
2017,S00000000,0,12,Previous
2017,S08000025,0,53,Previous
2017,S08000016,0,132,Previous
2017,S08000017,0,184,Previous
2017,S08000022,0,336,Previous
2017,S08000015,0,494,Previous
2017,S08000019,0,523,Previous
2017,S08000029,0,632,Previous
2017,S08000030,0,688,Previous
2017,S08000020,0,815,Previous
2017,S08000032,0,1038,Previous
2017,S08000024,0,1645,Previous
2017,S08000031,0,2027,Previous
2018,S00000000,0,12,Previous
2018,S08000025,0,39,Previous
2018,S08000016,0,139,Previous
2018,S08000017,0,198,Previous
2018,S08000022,0,375,Previous
2018,S08000015,0,528,Previous
2018,S08000019,0,529,Previous
2018,S08000029,0,598,Previous
2018,S08000030,0,735,Previous
2018,S08000020,0,845,Previous
2018,S08000032,0,1103,Previous
2018,S08000024,0,1769,Previous
2018,S08000031,0,2075,Previous
2019,S00000000,0,9,Previous
2019,S08000025,0,58,Previous
2019,S08000016,0,142,Previous
2019,S08000017,0,172,Previous
2019,S08000022,0,386,Previous
2019,S08000015,0,483,Previous
2019,S08000019,0,542,Previous
2019,S08000029,0,625,Previous
2019,S08000030,0,666,Previous
2019,S08000020,0,882,Previous
2019,S08000032,0,1117,Previous
2019,S08000024,0,1710,Previous
2019,S08000031,0,2233,Previous
2020,S00000000,0,7,Previous
2020,S08000025,0,45,Previous
2020,S08000016,0,107,Previous
2020,S08000017,0,190,Previous
2020,S08000022,0,353,Previous
2020,S08000015,0,460,Previous
2020,S08000019,0,481,Previous
2020,S08000029,0,609,Previous
2020,S08000030,0,686,Previous
2020,S08000020,0,871,Previous
2020,S08000032,0,1097,Previous
2020,S08000024,0,1688,Previous
2020,S08000031,0,2201,Previous
1992,S00000000,1+,4,Previous
1992,S08000025,1+,17,Previous
1992,S08000016,1+,25,Previous
1992,S08000017,1+,31,Previous
1992,S08000019,1+,76,Previous
1992,S08000015,1+,107,Previous
1992,S08000032,1+,119,Previous
1992,S08000029,1+,159,Previous
1992,S08000022,1+,240,Previous
1992,S08000030,1+,263,Previous
1992,S08000020,1+,282,Previous
1992,S08000031,1+,377,Previous
1992,S08000024,1+,456,Previous
1993,S00000000,1+,1,Previous
1993,S08000025,1+,21,Previous
1993,S08000016,1+,24,Previous
1993,S08000017,1+,32,Previous
1993,S08000019,1+,87,Previous
1993,S08000015,1+,114,Previous
1993,S08000032,1+,120,Previous
1993,S08000029,1+,161,Previous
1993,S08000022,1+,259,Previous
1993,S08000030,1+,303,Previous
1993,S08000020,1+,304,Previous
1993,S08000031,1+,423,Previous
1993,S08000024,1+,487,Previous
1994,S00000000,1+,4,Previous
1994,S08000025,1+,16,Previous
1994,S08000017,1+,28,Previous
1994,S08000016,1+,31,Previous
1994,S08000019,1+,91,Previous
1994,S08000015,1+,121,Previous
1994,S08000032,1+,130,Previous
1994,S08000029,1+,177,Previous
1994,S08000022,1+,240,Previous
1994,S08000030,1+,247,Previous
1994,S08000020,1+,344,Previous
1994,S08000031,1+,451,Previous
1994,S08000024,1+,553,Previous
1995,S00000000,1+,3,Previous
1995,S08000025,1+,22,Previous
1995,S08000016,1+,24,Previous
1995,S08000017,1+,28,Previous
1995,S08000019,1+,84,Previous
1995,S08000015,1+,126,Previous
1995,S08000029,1+,158,Previous
1995,S08000032,1+,166,Previous
1995,S08000022,1+,194,Previous
1995,S08000030,1+,278,Previous
1995,S08000020,1+,343,Previous
1995,S08000031,1+,443,Previous
1995,S08000024,1+,600,Previous
1996,S00000000,1+,5,Previous
1996,S08000025,1+,17,Previous
1996,S08000017,1+,25,Previous
1996,S08000016,1+,28,Previous
1996,S08000015,1+,96,Previous
1996,S08000019,1+,104,Previous
1996,S08000032,1+,142,Previous
1996,S08000029,1+,166,Previous
1996,S08000022,1+,196,Previous
1996,S08000030,1+,323,Previous
1996,S08000020,1+,349,Previous
1996,S08000031,1+,498,Previous
1996,S08000024,1+,660,Previous
1997,S00000000,1+,3,Previous
1997,S08000025,1+,18,Previous
1997,S08000016,1+,47,Previous
1997,S08000017,1+,56,Previous
1997,S08000015,1+,88,Previous
1997,S08000019,1+,105,Previous
1997,S08000029,1+,154,Previous
1997,S08000022,1+,158,Previous
1997,S08000032,1+,163,Previous
1997,S08000030,1+,301,Previous
1997,S08000020,1+,338,Previous
1997,S08000031,1+,576,Previous
1997,S08000024,1+,675,Previous
1998,S00000000,1+,5,Previous
1998,S08000025,1+,21,Previous
1998,S08000016,1+,36,Previous
1998,S08000017,1+,54,Previous
1998,S08000019,1+,105,Previous
1998,S08000015,1+,139,Previous
1998,S08000022,1+,147,Previous
1998,S08000029,1+,166,Previous
1998,S08000032,1+,172,Previous
1998,S08000030,1+,344,Previous
1998,S08000020,1+,390,Previous
1998,S08000031,1+,574,Previous
1998,S08000024,1+,701,Previous
1999,S00000000,1+,6,Previous
1999,S08000025,1+,19,Previous
1999,S08000016,1+,30,Previous
1999,S08000017,1+,36,Previous
1999,S08000019,1+,125,Previous
1999,S08000022,1+,137,Previous
1999,S08000015,1+,150,Previous
1999,S08000029,1+,189,Previous
1999,S08000032,1+,197,Previous
1999,S08000030,1+,313,Previous
1999,S08000020,1+,395,Previous
1999,S08000031,1+,553,Previous
1999,S08000024,1+,734,Previous
2000,S00000000,1+,2,Previous
2000,S08000025,1+,18,Previous
2000,S08000016,1+,23,Previous
2000,S08000017,1+,37,Previous
2000,S08000019,1+,107,Previous
2000,S08000022,1+,110,Previous
2000,S08000015,1+,142,Previous
2000,S08000032,1+,183,Previous
2000,S08000029,1+,223,Previous
2000,S08000030,1+,327,Previous
2000,S08000020,1+,354,Previous
2000,S08000031,1+,535,Previous
2000,S08000024,1+,736,Previous
2001,S00000000,1+,2,Previous
2001,S08000025,1+,16,Previous
2001,S08000016,1+,41,Previous
2001,S08000017,1+,52,Previous
2001,S08000019,1+,118,Previous
2001,S08000022,1+,127,Previous
2001,S08000015,1+,141,Previous
2001,S08000032,1+,195,Previous
2001,S08000029,1+,214,Previous
2001,S08000030,1+,329,Previous
2001,S08000020,1+,360,Previous
2001,S08000031,1+,635,Previous
2001,S08000024,1+,766,Previous
2002,S00000000,1+,5,Previous
2002,S08000025,1+,20,Previous
2002,S08000017,1+,47,Previous
2002,S08000016,1+,52,Previous
2002,S08000019,1+,116,Previous
2002,S08000015,1+,138,Previous
2002,S08000022,1+,139,Previous
2002,S08000032,1+,195,Previous
2002,S08000029,1+,240,Previous
2002,S08000030,1+,321,Previous
2002,S08000020,1+,386,Previous
2002,S08000031,1+,584,Previous
2002,S08000024,1+,782,Previous
2003,S00000000,1+,5,Previous
2003,S08000025,1+,24,Previous
2003,S08000016,1+,52,Previous
2003,S08000017,1+,55,Previous
2003,S08000019,1+,116,Previous
2003,S08000022,1+,130,Previous
2003,S08000015,1+,157,Previous
2003,S08000032,1+,189,Previous
2003,S08000029,1+,223,Previous
2003,S08000020,1+,378,Previous
2003,S08000030,1+,416,Previous
2003,S08000031,1+,628,Previous
2003,S08000024,1+,775,Previous
2004,S00000000,1+,4,Previous
2004,S08000025,1+,12,Previous
2004,S08000016,1+,55,Previous
2004,S08000017,1+,71,Previous
2004,S08000019,1+,112,Previous
2004,S08000022,1+,116,Previous
2004,S08000015,1+,171,Previous
2004,S08000029,1+,231,Previous
2004,S08000032,1+,248,Previous
2004,S08000030,1+,324,Previous
2004,S08000020,1+,396,Previous
2004,S08000031,1+,658,Previous
2004,S08000024,1+,800,Previous
2005,S00000000,1+,8,Previous
2005,S08000025,1+,11,Previous
2005,S08000016,1+,42,Previous
2005,S08000017,1+,55,Previous
2005,S08000022,1+,114,Previous
2005,S08000019,1+,126,Previous
2005,S08000015,1+,162,Previous
2005,S08000029,1+,187,Previous
2005,S08000032,1+,250,Previous
2005,S08000030,1+,369,Previous
2005,S08000020,1+,401,Previous
2005,S08000031,1+,711,Previous
2005,S08000024,1+,781,Previous
2006,S00000000,1+,3,Previous
2006,S08000025,1+,9,Previous
2006,S08000016,1+,61,Previous
2006,S08000017,1+,61,Previous
2006,S08000022,1+,135,Previous
2006,S08000015,1+,142,Previous
2006,S08000019,1+,144,Previous
2006,S08000029,1+,214,Previous
2006,S08000032,1+,256,Previous
2006,S08000030,1+,359,Previous
2006,S08000020,1+,407,Previous
2006,S08000024,1+,771,Previous
2006,S08000031,1+,817,Previous
2007,S00000000,1+,11,Previous
2007,S08000025,1+,14,Previous
2007,S08000016,1+,40,Previous
2007,S08000017,1+,67,Previous
2007,S08000019,1+,140,Previous
2007,S08000022,1+,141,Previous
2007,S08000015,1+,213,Previous
2007,S08000029,1+,250,Previous
2007,S08000032,1+,314,Previous
2007,S08000030,1+,384,Previous
2007,S08000020,1+,471,Previous
2007,S08000024,1+,766,Previous
2007,S08000031,1+,820,Previous
2008,S00000000,1+,10,Previous
2008,S08000025,1+,18,Previous
2008,S08000016,1+,37,Previous
2008,S08000017,1+,78,Previous
2008,S08000022,1+,116,Previous
2008,S08000019,1+,161,Previous
2008,S08000015,1+,211,Previous
2008,S08000029,1+,283,Previous
2008,S08000032,1+,342,Previous
2008,S08000030,1+,380,Previous
2008,S08000020,1+,450,Previous
2008,S08000024,1+,843,Previous
2008,S08000031,1+,871,Previous
2009,S00000000,1+,7,Previous
2009,S08000025,1+,21,Previous
2009,S08000016,1+,33,Previous
2009,S08000017,1+,69,Previous
2009,S08000022,1+,107,Previous
2009,S08000019,1+,150,Previous
2009,S08000015,1+,199,Previous
2009,S08000029,1+,289,Previous
2009,S08000032,1+,354,Previous
2009,S08000030,1+,410,Previous
2009,S08000020,1+,438,Previous
2009,S08000024,1+,781,Previous
2009,S08000031,1+,821,Previous
2010,S08000025,1+,10,Previous
2010,S00000000,1+,10,Previous
2010,S08000016,1+,61,Previous
2010,S08000017,1+,76,Previous
2010,S08000022,1+,121,Previous
2010,S08000019,1+,176,Previous
2010,S08000015,1+,210,Previous
2010,S08000029,1+,284,Previous
2010,S08000032,1+,374,Previous
2010,S08000030,1+,393,Previous
2010,S08000020,1+,412,Previous
2010,S08000024,1+,735,Previous
2010,S08000031,1+,827,Previous
2011,S00000000,1+,4,Previous
2011,S08000025,1+,17,Previous
2011,S08000016,1+,49,Previous
2011,S08000017,1+,74,Previous
2011,S08000022,1+,120,Previous
2011,S08000019,1+,157,Previous
2011,S08000015,1+,216,Previous
2011,S08000029,1+,241,Previous
2011,S08000032,1+,336,Previous
2011,S08000030,1+,405,Previous
2011,S08000020,1+,407,Previous
2011,S08000024,1+,773,Previous
2011,S08000031,1+,842,Previous
2012,S00000000,1+,12,Previous
2012,S08000025,1+,14,Previous
2012,S08000016,1+,60,Previous
2012,S08000017,1+,71,Previous
2012,S08000022,1+,136,Previous
2012,S08000019,1+,180,Previous
2012,S08000015,1+,219,Previous
2012,S08000029,1+,245,Previous
2012,S08000032,1+,395,Previous
2012,S08000030,1+,407,Previous
2012,S08000020,1+,497,Previous
2012,S08000031,1+,793,Previous
2012,S08000024,1+,830,Previous
2013,S00000000,1+,7,Previous
2013,S08000025,1+,12,Previous
2013,S08000016,1+,48,Previous
2013,S08000017,1+,63,Previous
2013,S08000022,1+,134,Previous
2013,S08000019,1+,219,Previous
2013,S08000015,1+,228,Previous
2013,S08000029,1+,241,Previous
2013,S08000030,1+,347,Previous
2013,S08000032,1+,349,Previous
2013,S08000020,1+,463,Previous
2013,S08000024,1+,773,Previous
2013,S08000031,1+,784,Previous
2014,S00000000,1+,4,Previous
2014,S08000025,1+,12,Previous
2014,S08000016,1+,47,Previous
2014,S08000017,1+,61,Previous
2014,S08000022,1+,125,Previous
2014,S08000019,1+,187,Previous
2014,S08000015,1+,237,Previous
2014,S08000029,1+,257,Previous
2014,S08000030,1+,351,Previous
2014,S08000032,1+,390,Previous
2014,S08000020,1+,465,Previous
2014,S08000024,1+,795,Previous
2014,S08000031,1+,804,Previous
2015,S00000000,1+,6,Previous
2015,S08000025,1+,12,Previous
2015,S08000016,1+,31,Previous
2015,S08000017,1+,76,Previous
2015,S08000022,1+,126,Previous
2015,S08000019,1+,207,Previous
2015,S08000029,1+,248,Previous
2015,S08000015,1+,274,Previous
2015,S08000032,1+,370,Previous
2015,S08000030,1+,394,Previous
2015,S08000020,1+,401,Previous
2015,S08000024,1+,814,Previous
2015,S08000031,1+,851,Previous
2016,S00000000,1+,1,Previous
2016,S08000025,1+,12,Previous
2016,S08000016,1+,45,Previous
